iter	Logloss	F1
884	0.5826761646	0.6867913285
885	0.5826673348	0.6868172743
886	0.5826427365	0.686822641
887	0.5826206069	0.6868213347
888	0.5825938736	0.6868442861
889	0.5825777727	0.6869088393
890	0.5825576487	0.6869172422
891	0.5825395311	0.6869222931
892	0.5825174844	0.6869519529
893	0.5824980211	0.6869701146
894	0.5824790968	0.6869789365
895	0.5824595678	0.6869629127
896	0.5824422492	0.6869969732
897	0.5824312988	0.6870387378
898	0.5824102433	0.6871183975
899	0.5823942793	0.6871263577
900	0.5823752783	0.6871475571
901	0.5823536079	0.6871675498
902	0.5823413948	0.6871584736
903	0.5823257994	0.6871750737
904	0.5822990823	0.6872054289
905	0.5822806525	0.6872030408
906	0.582261211	0.687224464
907	0.5822432918	0.6872333275
908	0.5822316716	0.6872595535
909	0.5822178398	0.687270908
910	0.582203411	0.6872878694
911	0.5821804571	0.6873744707
912	0.5821626604	0.6873765705
913	0.5821457858	0.6874151093
914	0.5821274041	0.6874145191
915	0.5821059641	0.6874111223
916	0.5820802475	0.6874504166
917	0.5820577275	0.6874702718
918	0.5820413727	0.6875022997
919	0.5820242052	0.6874895949
920	0.5820045737	0.6874853593
921	0.5819930882	0.6875096204
922	0.5819773322	0.6875425502
923	0.5819583827	0.6875634184
924	0.5819335015	0.6875760969
925	0.5819110844	0.6876236962
926	0.5818991743	0.6876200546
927	0.5818836401	0.6876417948
928	0.5818609781	0.6876369476
929	0.5818452684	0.6876479433
930	0.5818258745	0.687681272
931	0.5818094111	0.687696031
932	0.5817856312	0.6877148034
933	0.5817671334	0.6877166808
934	0.5817555563	0.6877162304
935	0.5817397153	0.6877311256
936	0.5817123934	0.6877622283
937	0.5817002159	0.687785734
938	0.5816852673	0.6877868958
939	0.5816740138	0.6878176314
940	0.5816620103	0.6878292819
941	0.5816472879	0.6878438346
942	0.5816343928	0.6878493532
943	0.5816189441	0.6878571855
944	0.5816087525	0.6878538567
945	0.5815872913	0.6878959679
946	0.5815741484	0.6878823596
947	0.5815632771	0.6879078953
948	0.5815417323	0.6879542321
949	0.5815250424	0.6879637252
950	0.5815083903	0.6879545448
951	0.5814951029	0.6879737503
952	0.5814719852	0.6880043664
953	0.5814516954	0.6880451318
954	0.5814396211	0.6880405201
955	0.5814233394	0.6880613985
956	0.5814018559	0.6880724309
957	0.581388965	0.6880691939
958	0.5813739818	0.6880911479
959	0.5813533556	0.6881032345
960	0.5813335838	0.6881299342
961	0.58131921	0.6881691566
962	0.5812945835	0.6881877011
963	0.5812749789	0.6882026835
964	0.581259555	0.6882039192
965	0.5812363226	0.6882064574
966	0.5812064347	0.6882767474
967	0.5811873629	0.6882934659
968	0.5811745946	0.6883203737
969	0.5811586483	0.6883148361
970	0.5811357609	0.6883481972
971	0.581119874	0.6883543352
972	0.5811032286	0.6883888612
973	0.5810870226	0.6884253551
974	0.5810661831	0.6884495076
975	0.5810435257	0.6884635617
976	0.5810225037	0.6884569258
977	0.5810052635	0.6884729805
978	0.5809886719	0.6884854742
979	0.5809761464	0.6885064297
980	0.5809610855	0.6885276659
981	0.5809480378	0.6885272244
982	0.5809292701	0.6885438399
983	0.5808993774	0.6886374551
984	0.5808760976	0.6886673778
985	0.580861195	0.6886619703
986	0.5808487007	0.6886710018
987	0.5808263994	0.6886927095
988	0.5808150086	0.6887018886
989	0.580805519	0.6887175459
990	0.5807800642	0.6887156128
991	0.5807639333	0.6887573263
992	0.5807498288	0.6887587296
993	0.5807368177	0.6887893391
994	0.5807227966	0.6887767674
995	0.5807098395	0.6887777544
996	0.5806896849	0.6888040593
997	0.5806713276	0.6888090655
998	0.5806532288	0.6888214241
999	0.5806276194	0.6888628189
