iter	Accuracy	Logloss
4636	0.7149226105	0.5427848908
4637	0.7149226105	0.5427788103
4638	0.7149179126	0.5427718992
4639	0.7149163467	0.5427641178
4640	0.7149210446	0.5427603612
4641	0.7149296573	0.5427545591
4642	0.714941402	0.5427467737
4643	0.7149421849	0.5427416379
4644	0.7149539296	0.5427383217
4645	0.714941402	0.5427298272
4646	0.7149460998	0.5427238004
4647	0.7149351381	0.5427172618
4648	0.7149421849	0.5427129306
4649	0.7149515807	0.5427027389
4650	0.7149429679	0.5426972044
4651	0.7149539296	0.5426909951
4652	0.7149570615	0.5426863958
4653	0.7149625424	0.5426752565
4654	0.7149664572	0.5426665429
4655	0.7149727211	0.5426577558
4656	0.71497507	0.5426474592
4657	0.7149836828	0.5426416923
4658	0.7149774189	0.5426361078
4659	0.7149695892	0.5426284439
4660	0.7149648913	0.5426224476
4661	0.7149578445	0.5426177292
4662	0.7149774189	0.5426106765
4663	0.7149954274	0.5426051144
4664	0.715008738	0.5425954995
4665	0.715009521	0.542589289
4666	0.7150150018	0.5425822202
4667	0.7150306614	0.5425772963
4668	0.7150384912	0.5425730396
4669	0.7150275295	0.5425638934
4670	0.7150510188	0.542558472
4671	0.7150518018	0.5425527686
4672	0.7150518018	0.5425471662
4673	0.7150745081	0.5425416016
4674	0.7150831209	0.5425342372
4675	0.7150839039	0.5425272143
4676	0.7150886017	0.5425217675
4677	0.7150846868	0.5425098636
4678	0.7150940826	0.542501638
4679	0.7151081762	0.542494134
4680	0.71511444	0.5424889594
4681	0.7151332314	0.5424728386
4682	0.7151371463	0.5424676342
4683	0.7151387123	0.5424620963
4684	0.7151590697	0.5424568742
4685	0.7151755122	0.5424507225
4686	0.7151966526	0.542438873
4687	0.7151903888	0.5424316389
4688	0.7152005675	0.5424262095
4689	0.7152060483	0.5424201184
4690	0.7152397164	0.5424118966
4691	0.7152459802	0.54240427
4692	0.7152585078	0.5423999092
4693	0.7152404994	0.5423906085
4694	0.7152827801	0.542379563
4695	0.7152921759	0.5423737253
4696	0.7152819972	0.5423683142
4697	0.715289044	0.5423628408
4698	0.7153148822	0.5423544678
4699	0.715321929	0.5423412651
4700	0.7153422864	0.5423322219
4701	0.7153415034	0.5423282304
4702	0.7153508992	0.5423197401
4703	0.7153681247	0.542313714
4704	0.7153743885	0.5423067323
4705	0.715390831	0.5423017671
4706	0.7154017927	0.5422951312
4707	0.7154221501	0.5422893716
4708	0.7154393756	0.5422835909
4709	0.7154385926	0.5422781989
4710	0.7154378097	0.5422715886
4711	0.7154519033	0.5422656585
4712	0.7154558181	0.5422601598
4713	0.7154675628	0.5422552294
4714	0.7154589501	0.5422484321
4715	0.7154871372	0.5422402325
4716	0.7155098436	0.5422314879
4717	0.7155161074	0.5422249393
4718	0.7155278521	0.5422161576
4719	0.7155356818	0.5422105458
4720	0.7155161074	0.5422058673
4721	0.7155325499	0.542200064
4722	0.7155560393	0.542189458
4723	0.7155716988	0.5421767592
4724	0.7155623031	0.5421704565
4725	0.7155615201	0.5421623815
4726	0.7155529074	0.5421558117
4727	0.7155568222	0.5421516372
4728	0.7155623031	0.5421415167
4729	0.7155599541	0.5421328525
4730	0.7155576052	0.5421247449
4731	0.7155803116	0.5421182191
4732	0.7155771797	0.5421135745
4733	0.7155803116	0.5421088757
4734	0.7155670009	0.542102593
4735	0.7155779626	0.5420973495
4736	0.7156131966	0.5420879795
4737	0.7156092817	0.5420831842
4738	0.715601452	0.5420779459
4739	0.7156202434	0.5420678217
4740	0.7156366859	0.542058977
4741	0.7156327711	0.5420527005
4742	0.7156382519	0.5420474186
4743	0.7156421668	0.5420369638
4744	0.7156719199	0.54202965
4745	0.7156750518	0.5420245503
4746	0.7156711369	0.5420184144
4747	0.7156813157	0.5420132426
4748	0.7156805327	0.5420085225
4749	0.7156891454	0.5420028272
4750	0.7156852305	0.5419929031
4751	0.715703239	0.5419863657
4752	0.7157290773	0.5419795641
4753	0.7157228135	0.5419750326
4754	0.7157087199	0.5419654082
4755	0.7157259454	0.5419592629
4756	0.7157267283	0.5419513133
4757	0.7157322092	0.5419463566
4758	0.7157267283	0.5419409544
4759	0.7157329922	0.5419364824
4760	0.7157478687	0.5419310849
4761	0.7157478687	0.5419266992
4762	0.7157416049	0.5419194975
4763	0.715739256	0.5419105952
4764	0.7157510006	0.5419065145
4765	0.7157517836	0.5418965731
4766	0.715772924	0.5418874237
4767	0.7157878006	0.5418797016
4768	0.715772141	0.5418697417
4769	0.7157878006	0.541863859
4770	0.7157924984	0.541859769
4771	0.7157666602	0.541852072
4772	0.7157862346	0.5418461895
4773	0.7157893665	0.5418377441
4774	0.7157878006	0.5418332943
4775	0.7158128559	0.5418275033
4776	0.7158152048	0.5418203211
4777	0.7158277324	0.5418109182
4778	0.7158128559	0.5418061865
4779	0.715807375	0.5417990571
4780	0.7158136388	0.5417875359
4781	0.7158261665	0.5417802488
4782	0.7158379111	0.5417751913
4783	0.7158512218	0.5417706547
4784	0.7158731451	0.5417645036
4785	0.7158637494	0.5417582391
4786	0.7158676643	0.5417485236
4787	0.7158825409	0.5417389173
4788	0.7158864557	0.5417337104
4789	0.7158989834	0.5417275556
4790	0.7159201238	0.5417203326
4791	0.715910728	0.5417139209
4792	0.7159185578	0.5417096436
4793	0.7159224727	0.5417013663
4794	0.7159279535	0.541695617
4795	0.7159263876	0.541688753
4796	0.7159248216	0.5416820516
4797	0.7159569237	0.5416743435
4798	0.7159663194	0.5416684224
4799	0.7159718003	0.5416639265
4800	0.7159898088	0.5416551427
4801	0.7159858939	0.5416514503
4802	0.7159866769	0.5416466767
4803	0.7159999875	0.5416412455
4804	0.716015647	0.5416353622
4805	0.7160352215	0.5416252569
4806	0.7160250428	0.5416190059
4807	0.7160313066	0.5416143749
4808	0.7160140811	0.541608995
4809	0.7160446172	0.5416052857
4810	0.7160767193	0.5415977235
4811	0.7160775022	0.5415911356
4812	0.7160790682	0.5415752623
4813	0.7160892469	0.5415676173
4814	0.7161017745	0.5415605862
4815	0.7161111703	0.5415553516
4816	0.7161096043	0.5415493494
4817	0.7161088213	0.5415409631
4818	0.7160892469	0.541533927
4819	0.7161080384	0.5415278814
4820	0.716084549	0.5415212531
4821	0.7161002086	0.5415150424
4822	0.7160986426	0.5415083606
4823	0.7161174341	0.5415034996
4824	0.7161276128	0.5414959311
4825	0.7161182171	0.5414910258
4826	0.7161143022	0.5414833274
4827	0.7161236979	0.5414784369
4828	0.7161362255	0.5414679898
4829	0.7161534511	0.5414562695
4830	0.716154234	0.5414490326
4831	0.7161714595	0.5414423024
4832	0.7161816382	0.5414369544
4833	0.7161847701	0.541430109
4834	0.7162137403	0.5414236475
4835	0.7162168722	0.5414186842
4836	0.7162176552	0.5414099818
4837	0.7162153063	0.5413991632
4838	0.716225485	0.5413856861
4839	0.7162364467	0.5413811685
4840	0.7162286169	0.5413729894
4841	0.7162403615	0.5413648469
4842	0.7162708977	0.541357327
4843	0.7163037827	0.5413502904
4844	0.716293604	0.5413421599
4845	0.7162708977	0.5413332017
4846	0.7162810764	0.5413209522
4847	0.716294387	0.5413096644
4848	0.7163076976	0.5413036936
4849	0.7163076976	0.5412911085
4850	0.716329621	0.5412826618
4851	0.7163421486	0.5412729961
4852	0.7163515443	0.5412693468
4853	0.7163679869	0.5412630554
4854	0.7163585911	0.5412587419
4855	0.7163703358	0.5412549666
4856	0.7163805145	0.5412503572
4857	0.7163883443	0.5412458628
4858	0.7163836464	0.5412375676
4859	0.7163711188	0.5412316118
4860	0.7163899102	0.5412215377
4861	0.716399306	0.5412143486
4862	0.7164071357	0.5412071813
4863	0.7164267102	0.5411996881
4864	0.7164353229	0.5411965398
4865	0.7164243612	0.5411877694
4866	0.7164423697	0.5411799788
4867	0.7164470676	0.5411751106
4868	0.7164478506	0.5411704451
4869	0.7164478506	0.5411655365
4870	0.7164517655	0.5411575902
4871	0.7164368889	0.5411499444
4872	0.7164415868	0.5411435726
4873	0.716431408	0.5411384595
4874	0.7164494165	0.5411308086
4875	0.7164470676	0.5411196679
4876	0.7164462846	0.5411128933
4877	0.7164282761	0.5411063932
4878	0.7164580293	0.5410977491
4879	0.7164642931	0.5410914796
4880	0.7164642931	0.5410846782
4881	0.7164595952	0.5410779227
4882	0.7164548974	0.5410738073
4883	0.7164619442	0.5410688272
4884	0.7164423697	0.5410646296
4885	0.7164838675	0.5410573624
4886	0.7164909143	0.5410500313
4887	0.7164846505	0.5410449029
4888	0.7164901314	0.5410375306
4889	0.7164932633	0.5410299428
4890	0.7164885654	0.5410237306
4891	0.7164940462	0.5410183867
4892	0.7165073569	0.5410114219
4893	0.7165183185	0.5410068514
4894	0.7165214505	0.5409954327
4895	0.7165222334	0.5409840587
4896	0.7165191015	0.5409802721
4897	0.7165284972	0.5409752175
4898	0.7165261483	0.5409705762
4899	0.7165284972	0.5409652313
4900	0.716535544	0.5409531017
4901	0.716538676	0.5409469236
4902	0.7165418079	0.5409423427
4903	0.716538676	0.5409381859
4904	0.7165465057	0.5409307828
4905	0.7165660802	0.5409214336
4906	0.7165629483	0.5409156195
4907	0.7165746929	0.5409104043
4908	0.7165848716	0.540907009
4909	0.7165927014	0.5408974608
4910	0.7165927014	0.5408873158
4911	0.7165958333	0.5408812283
4912	0.7166036631	0.5408730768
4913	0.7166161907	0.5408670518
4914	0.7166208886	0.540860456
4915	0.7166130588	0.5408557744
4916	0.7166326332	0.5408512709
4917	0.7166435949	0.5408398696
4918	0.716642812	0.540829878
4919	0.7166811778	0.5408218611
4920	0.71667648	0.5408165441
4921	0.7166897906	0.5408118712
4922	0.7167015353	0.540806496
4923	0.7167156289	0.5408018035
4924	0.716711714	0.5407956941
4925	0.7167242416	0.5407894019
4926	0.7167759181	0.540781378
4927	0.7167759181	0.5407725118
4928	0.7167954926	0.5407655619
4929	0.7167821819	0.5407619287
4930	0.716781399	0.5407552042
4931	0.7167907947	0.5407502265
4932	0.7168322925	0.5407437541
4933	0.7168448201	0.5407377065
4934	0.7168557818	0.5407312593
4935	0.7168730073	0.5407187798
4936	0.716848735	0.5407116869
4937	0.7168456031	0.5407054746
4938	0.7168346414	0.5406937483
4939	0.7168416882	0.5406888244
4940	0.7168526499	0.5406859756
4941	0.7168800541	0.5406809567
4942	0.7168730073	0.5406746077
4943	0.7168792711	0.5406700589
4944	0.7168871009	0.5406649906
4945	0.7168706584	0.5406582405
4946	0.7168800541	0.5406538401
4947	0.7168792711	0.5406492389
4948	0.7168871009	0.5406433101
4949	0.7169262498	0.5406359504
4950	0.7169419093	0.5406313796
4951	0.7169630497	0.5406244796
4952	0.7169857561	0.5406155231
4953	0.7169912369	0.5406077025
4954	0.7170170752	0.5405958161
4955	0.7170170752	0.5405884727
4956	0.7170123773	0.5405806013
4957	0.7170115943	0.540575325
4958	0.7170178581	0.5405663804
4959	0.7170249049	0.5405585665
4960	0.7170350837	0.5405511447
4961	0.7170319517	0.5405459097
4962	0.7170264709	0.5405402783
4963	0.7170264709	0.5405297645
4964	0.7170343007	0.5405219951
4965	0.7170476113	0.5405175582
4966	0.7170554411	0.54050837
4967	0.7170632708	0.5405009769
4968	0.7170546581	0.540495103
4969	0.717058573	0.5404882022
4970	0.7170750155	0.540478169
4971	0.7170953729	0.5404550735
4972	0.7171063346	0.540448598
4973	0.7171086835	0.5404418999
4974	0.7171094665	0.5404330594
4975	0.7171212112	0.5404261551
4976	0.7171400026	0.5404219336
4977	0.7171384367	0.5404136938
4978	0.717161926	0.5404057521
4979	0.7171705388	0.5403972078
4980	0.7171783685	0.5403897636
4981	0.7171830664	0.5403845032
4982	0.7172026408	0.5403768425
4983	0.7171838494	0.5403715178
4984	0.7172159514	0.5403632097
4985	0.7172151685	0.5403590738
4986	0.7172183004	0.54035355
4987	0.7172151685	0.5403430529
4988	0.7172222153	0.5403371963
4989	0.7172167344	0.5403299482
4990	0.7172128195	0.5403250967
4991	0.7172073387	0.540318991
4992	0.7172222153	0.5403125457
4993	0.7172410067	0.5403045751
4994	0.7172402237	0.5402981632
4995	0.7172417897	0.5402925236
4996	0.7172488365	0.5402864651
4997	0.7172464876	0.5402819282
4998	0.7172574492	0.5402783184
4999	0.7172731088	0.5402713394
5000	0.7172911173	0.5402609522
5001	0.71729973	0.5402553484
5002	0.7173122577	0.5402510014
5003	0.7173490576	0.5402404735
5004	0.7173482746	0.5402365545
5005	0.7173803767	0.5402143401
5006	0.7173748959	0.5402075289
5007	0.7173788108	0.5402029074
5008	0.7173772448	0.5401946093
5009	0.7173858575	0.5401905642
5010	0.7173889895	0.5401857958
5011	0.7174148277	0.5401797447
5012	0.7174226575	0.5401752186
5013	0.7174289213	0.5401680152
5014	0.7174359681	0.5401611938
5015	0.7174351851	0.5401479925
5016	0.7174414489	0.5401418327
5017	0.7174657212	0.5401371301
5018	0.7174633723	0.5401307737
5019	0.7174618064	0.5401255346
5020	0.7174696361	0.5401207638
5021	0.7174719851	0.5401173929
5022	0.717473551	0.5401141592
5023	0.7174578915	0.5401034776
5024	0.717473551	0.5400984726
5025	0.7174915595	0.5400935457
5026	0.7175260105	0.5400792281
5027	0.7175314914	0.5400716753
5028	0.7175393211	0.5400648441
5029	0.7175510658	0.5400576451
5030	0.7175541977	0.5400499771
5031	0.7175596785	0.5400436569
5032	0.7175596785	0.5400385984
5033	0.7175675083	0.5400308451
5034	0.7175706402	0.5400224508
5035	0.7175714232	0.5400140005
5036	0.7175682913	0.5400055983
5037	0.7175808189	0.54000042
5038	0.7175996104	0.5399930539
5039	0.7176097891	0.5399853887
5040	0.717614487	0.5399805549
5041	0.7176285806	0.5399738663
5042	0.7176371933	0.5399625402
5043	0.7176567677	0.5399570604
5044	0.7176747762	0.5399503426
5045	0.7176732103	0.5399459227
5046	0.7176849549	0.539935958
5047	0.7176873039	0.5399293558
5048	0.7177006145	0.5399241685
5049	0.7177037464	0.5399186948
5050	0.7177154911	0.5399130176
5051	0.7177327166	0.5399074833
5052	0.7177538569	0.5399005002
5053	0.7177577718	0.5398964515
5054	0.7177374144	0.5398886344
5055	0.7177342825	0.5398826252
5056	0.7177366314	0.5398731853
5057	0.7177264527	0.5398654635
5058	0.7177468101	0.5398535143
5059	0.7177804782	0.539839998
5060	0.7177796952	0.5398327136
5061	0.7177930058	0.5398278743
5062	0.7177969207	0.5398193034
5063	0.7178008356	0.5398142954
5064	0.7178172781	0.5398084043
5065	0.717822759	0.5398038953
5066	0.71782041	0.5398002597
5067	0.7178446823	0.5397891122
5068	0.7178392015	0.5397816116
5069	0.7178493802	0.5397773218
5070	0.7178579929	0.5397738867
5071	0.7178501632	0.5397665955
5072	0.7178603419	0.5397539026
5073	0.7178595589	0.5397461459
5074	0.7178642568	0.539739009
5075	0.7178603419	0.5397347467
5076	0.7178611249	0.5397251362
5077	0.7178313717	0.5397183346
5078	0.7178243249	0.5397120919
5079	0.7178462483	0.539702457
5080	0.7178431164	0.5396974796
5081	0.7178525121	0.5396901598
5082	0.7178689546	0.5396816697
5083	0.7178932269	0.5396744371
5084	0.7179073205	0.5396681394
5085	0.7179151503	0.5396592074
5086	0.7179308098	0.5396520752
5087	0.7179331588	0.5396432051
5088	0.7179464694	0.5396353757
5089	0.7179503843	0.5396306341
5090	0.7179456864	0.5396259363
5091	0.7179644779	0.5396207074
5092	0.7179496013	0.5396130992
5093	0.7179433375	0.5396046266
5094	0.7179441205	0.5395993517
5095	0.7179409886	0.5395872678
5096	0.7179362907	0.5395823022
5097	0.7179629119	0.5395719199
5098	0.717993448	0.5395640726
5099	0.7179871842	0.5395584742
5100	0.717995797	0.5395523362
5101	0.7179997119	0.5395456983
5102	0.7180067587	0.539541848
5103	0.7180177203	0.5395340047
5104	0.7180216352	0.5395257192
5105	0.7180255501	0.5395194973
5106	0.7180239842	0.5395073155
5107	0.718028682	0.5394995396
5108	0.718029465	0.539493305
5109	0.7180333799	0.5394884312
5110	0.7180349458	0.5394813429
5111	0.7180459075	0.5394734485
5112	0.7180177203	0.5394586015
5113	0.7180169374	0.5394546118
5114	0.7180059757	0.5394514272
5115	0.7180106735	0.5394470392
5116	0.7180028438	0.5394414743
5117	0.7180138055	0.5394348129
5118	0.7180075416	0.5394274632
5119	0.7180020608	0.5394234979
5120	0.7180153714	0.5394182055
5121	0.7180200693	0.5394129184
5122	0.7180239842	0.5394077757
5123	0.7180466905	0.5393980533
5124	0.7180412097	0.5393895962
5125	0.7180482565	0.5393844257
5126	0.7180615671	0.5393711848
5127	0.718065482	0.5393630809
5128	0.7180623501	0.5393570136
5129	0.7180740947	0.5393496311
5130	0.7180913202	0.5393428144
5131	0.718097584	0.5393386263
5132	0.718097584	0.5393337019
5133	0.71809915	0.5393285504
5134	0.7180921032	0.5393202172
5135	0.7181077628	0.5393141467
5136	0.7181077628	0.53930526
5137	0.718100716	0.5392973265
5138	0.7181218563	0.5392906326
5139	0.7181022819	0.539281358
5140	0.7181148095	0.5392771092
5141	0.7181101117	0.5392726679
5142	0.7181179415	0.5392686119
5143	0.7181414308	0.5392615708
5144	0.7181484776	0.539255178
5145	0.7181398648	0.5392460298
5146	0.7181570903	0.5392228023
5147	0.7181617882	0.5392185688
5148	0.7181547414	0.5392123794
5149	0.7181657031	0.5392065676
5150	0.7181774477	0.5392000554
5151	0.7181735329	0.5391907789
5152	0.718168835	0.5391850666
5153	0.7182095498	0.5391787918
5154	0.7181993711	0.5391731504
5155	0.7181985881	0.5391594554
5156	0.7182212945	0.5391512339
5157	0.7182283413	0.5391409952
5158	0.7182259923	0.5391361028
5159	0.7182510476	0.5391308828
5160	0.7182620093	0.5391270793
5161	0.7182776689	0.5391220403
5162	0.7182753199	0.5391150778
5163	0.7182894135	0.539110586
5164	0.718308205	0.5391054688
5165	0.7182667072	0.5390958924
5166	0.718273754	0.5390873134
5167	0.7182925454	0.539081194
5168	0.7182964603	0.5390754446
5169	0.7183003752	0.5390725063
5170	0.718305856	0.5390664805
5171	0.7183222986	0.5390591143
5172	0.7183269964	0.5390501101
5173	0.7183316943	0.5390446919
5174	0.7183371751	0.5390392171
5175	0.7183504858	0.5390251859
5176	0.7183590985	0.5390216034
5177	0.718341873	0.5390164985
5178	0.7183481368	0.5390111657
5179	0.7183489198	0.5390033898
5180	0.7183653623	0.5389978742
5181	0.7183677113	0.5389886762
5182	0.7183598815	0.5389799553
5183	0.7183653623	0.5389752005
5184	0.7183731921	0.5389708856
5185	0.7183849368	0.5389638963
5186	0.7183904176	0.5389595956
5187	0.7183982474	0.5389524929
5188	0.7184154729	0.5389449488
5189	0.7184162559	0.5389414027
5190	0.7184272175	0.5389378408
5191	0.7184287835	0.5389343301
5192	0.7184342643	0.538926983
5193	0.7184272175	0.5389197385
5194	0.7184334814	0.5389156117
5195	0.7184561877	0.5389095455
5196	0.7184632345	0.5389055028
5197	0.7184608856	0.5388986889
5198	0.7184687154	0.538893359
5199	0.7184726302	0.5388881922
5200	0.7184741962	0.5388821482
5201	0.71848046	0.5388768585
5202	0.718481243	0.5388719938
5203	0.7184953366	0.5388656442
5204	0.7184937706	0.5388603479
5205	0.7184929877	0.5388551268
5206	0.7184992515	0.5388506071
5207	0.7185196089	0.5388419711
5208	0.7185125621	0.5388375788
5209	0.7185235238	0.538830448
5210	0.7185321365	0.5388197472
5211	0.7185368344	0.538815242
5212	0.7185423152	0.5388080189
5213	0.7185618897	0.5388039021
5214	0.7185595407	0.5387925238
5215	0.7185673705	0.5387857824
5216	0.7185712854	0.5387793573
5217	0.7185681535	0.5387700983
5218	0.7185665875	0.5387636716
5219	0.7185618897	0.5387595024
5220	0.7185767662	0.5387542974
5221	0.7185697194	0.5387471133
5222	0.7185720684	0.5387419576
5223	0.7185767662	0.5387381012
5224	0.7185752003	0.5387327201
5225	0.7185869449	0.5387240227
5226	0.718586162	0.5387197908
5227	0.7186002556	0.5387127224
5228	0.7185986896	0.5387071576
5229	0.71861983	0.5387012231
5230	0.71861983	0.5386966091
5231	0.7186041705	0.538686133
5232	0.7186347066	0.5386754288
5233	0.718653498	0.5386674034
5234	0.7186464512	0.5386633968
5235	0.7186495831	0.5386585698
5236	0.718655847	0.5386530708
5237	0.7186621108	0.5386406657
5238	0.7186668086	0.5386365526
5239	0.7186989107	0.5386301149
5240	0.7186949958	0.538622183
5241	0.7186957788	0.5386161115
5242	0.7186996937	0.5386114127
5243	0.7187161362	0.5386038857
5244	0.7187278809	0.5385994653
5245	0.718725532	0.5385919775
5246	0.7187302298	0.5385833543
5247	0.7187380596	0.5385793134
5248	0.7187333617	0.5385739389
5249	0.7187372766	0.5385686636
5250	0.7187294468	0.5385609711
5251	0.718723183	0.5385537732
5252	0.7187200511	0.5385483033
5253	0.7187216171	0.5385414582
5254	0.7187302298	0.5385301721
5255	0.7187364936	0.5385250324
5256	0.7187325788	0.5385188921
5257	0.7187224	0.5385107574
5258	0.7187161362	0.5385045778
5259	0.7187106554	0.538491841
5260	0.7187075235	0.5384849772
5261	0.7187443234	0.5384787934
5262	0.7187435404	0.5384733384
5263	0.7187419745	0.5384690326
5264	0.7187482383	0.5384602202
5265	0.7187537191	0.5384560691
5266	0.7187866042	0.538448475
5267	0.7188077446	0.5384385039
5268	0.7188179233	0.5384345191
5269	0.7188202722	0.5384313424
5270	0.7188406296	0.5384243726
5271	0.7188398467	0.5384186447
5272	0.7188547232	0.5384094547
5273	0.7188680338	0.5383948127
5274	0.7188703828	0.5383868993
5275	0.718862553	0.5383808206
5276	0.7188664679	0.5383719344
5277	0.7188805615	0.5383653742
5278	0.7189001359	0.5383554265
5279	0.7189001359	0.5383513386
5280	0.718897004	0.5383408511
5281	0.718897787	0.5383359479
5282	0.7189048338	0.5383319447
5283	0.718896221	0.5383285501
5284	0.7189150125	0.5383207791
5285	0.7189298891	0.5383148899
5286	0.7189251912	0.5383072289
5287	0.7189525954	0.5382989417
5288	0.7189463316	0.5382930141
5289	0.7189706039	0.5382836072
5290	0.7189706039	0.5382747724
5291	0.7189854805	0.5382708119
5292	0.7189846975	0.5382628569
5293	0.7189807826	0.5382562597
5294	0.7189917443	0.538247775
5295	0.7189995741	0.538243062
5296	0.7190167996	0.5382369259
5297	0.7190105357	0.5382288963
5298	0.719001923	0.5382252762
5299	0.7190066209	0.5382200788
5300	0.7190074038	0.5382118957
5301	0.7190191485	0.5382072803
5302	0.719035591	0.5381995046
5303	0.7190449868	0.5381946995
5304	0.7190426378	0.5381880948
5305	0.7190395059	0.5381802819
5306	0.7190340251	0.5381730209
5307	0.719035591	0.5381661106
5308	0.7190442038	0.5381618752
5309	0.7190535995	0.5381530579
5310	0.7190567314	0.5381454812
5311	0.7190794378	0.5381364443
5312	0.7190731739	0.538129017
5313	0.7191131058	0.5381213556
5314	0.7190833526	0.5381141959
5315	0.7191115398	0.5381037742
5316	0.7191138888	0.5380967588
5317	0.7191193696	0.5380907876
5318	0.719139727	0.5380863213
5319	0.7191295483	0.5380818325
5320	0.7191593015	0.5380726789
5321	0.7191632163	0.5380662281
5322	0.7191788759	0.5380568332
5323	0.7191843567	0.538050704
5324	0.7191898376	0.5380402828
5325	0.7191788759	0.538035083
5326	0.7191859227	0.5380315936
5327	0.7192031482	0.5380267639
5328	0.7192180248	0.5380194523
5329	0.7192188077	0.5380099599
5330	0.7192211567	0.5380027212
5331	0.7192313354	0.5379970137
5332	0.7192344673	0.5379920766
5333	0.7192242886	0.5379858236
5334	0.7192391652	0.5379826134
5335	0.7192336843	0.5379776188
5336	0.7192579566	0.5379633667
5337	0.7192822289	0.5379559256
5338	0.7192704843	0.5379471293
5339	0.7192939736	0.5379403663
5340	0.7193276416	0.5379312499
5341	0.7193409522	0.5379227824
5342	0.7193456501	0.5379184402
5343	0.719350348	0.5379144413
5344	0.7193550458	0.5379101355
5345	0.7193542628	0.5379070926
5346	0.7193652245	0.5379004791
5347	0.7193589607	0.5378922192
5348	0.7193534799	0.537885131
5349	0.7193754032	0.537877946
5350	0.7193746203	0.5378733368
5351	0.7193816671	0.5378694074
5352	0.7193660075	0.5378656764
5353	0.7193793181	0.5378596187
5354	0.7193730543	0.5378529046
5355	0.7193949777	0.5378469283
5356	0.7194020245	0.537842332
5357	0.7194004585	0.5378393409
5358	0.7194067223	0.537833637
5359	0.7194043734	0.5378286617
5360	0.7194255138	0.5378187023
5361	0.71941925	0.5378101758
5362	0.719418467	0.5378032583
5363	0.7194388244	0.5377962969
5364	0.7194333436	0.5377899545
5365	0.7194458712	0.5377852533
5366	0.7194497861	0.5377807107
5367	0.719451352	0.5377756985
5368	0.7194811052	0.5377626612
5369	0.7194811052	0.5377578245
5370	0.719486586	0.5377509692
5371	0.7194998966	0.537744219
5372	0.7194975477	0.5377308151
5373	0.7195304328	0.5377234773
5374	0.7195366966	0.5377190045
5375	0.7195429604	0.5377120172
5376	0.719556271	0.5377046053
5377	0.7195539221	0.5376979168
5378	0.7195680157	0.5376924828
5379	0.7195766284	0.5376865322
5380	0.7195476583	0.5376797017
5381	0.7195594029	0.5376665701
5382	0.719557837	0.5376596241
5383	0.7195789774	0.5376463061
5384	0.7195758455	0.5376361517
5385	0.7195891561	0.537628077
5386	0.7195977688	0.5376239649
5387	0.7195993348	0.537619086
5388	0.7195875901	0.5376078996
5389	0.7195703646	0.5376014938
5390	0.7195711476	0.5375960035
5391	0.7195844582	0.5375848286
5392	0.7195977688	0.5375749711
5393	0.7196009007	0.5375686197
5394	0.719591505	0.5375603789
5395	0.7196118624	0.5375552701
5396	0.7196196922	0.5375505273
5397	0.719625173	0.5375459683
5398	0.7196384837	0.5375420488
5399	0.7196431815	0.5375309572
5400	0.7196353517	0.5375237214
5401	0.7196447475	0.5375171975
5402	0.7196408326	0.5375099879
5403	0.7196400496	0.5375060128
5404	0.7196588411	0.5375003632
5405	0.7196807644	0.5374973091
5406	0.7196815474	0.5374941702
5407	0.719662756	0.5374896513
5408	0.7196846793	0.5374832485
5409	0.7196815474	0.5374786721
5410	0.7196925091	0.5374720586
5411	0.7196940751	0.5374675446
5412	0.7197097346	0.5374621762
5413	0.7197355729	0.5374545792
5414	0.7197402707	0.5374461982
5415	0.7197426197	0.5374428995
5416	0.7197387048	0.5374360543
5417	0.7197567132	0.5374285989
5418	0.7197598452	0.5374240441
5419	0.7197418367	0.5374174369
5420	0.7197426197	0.5374148884
5421	0.7197504494	0.5374097888
5422	0.7197614111	0.5374028182
5423	0.7197582792	0.5373977483
5424	0.7197614111	0.5373953257
5425	0.7197841175	0.537385992
5426	0.7198068238	0.5373811485
5427	0.7197888153	0.5373728917
5428	0.71980056	0.537367446
5429	0.7198326621	0.5373597797
5430	0.7198287472	0.5373538277
5431	0.7198451897	0.5373474112
5432	0.7198608492	0.5373413933
5433	0.7198733769	0.5373340599
5434	0.7198890364	0.5373263245
5435	0.7198921683	0.537320931
5436	0.7198937343	0.5373160327
5437	0.7198953003	0.5373115675
5438	0.7198890364	0.5373037972
5439	0.7198913854	0.5372974297
5440	0.7198851215	0.5372923427
5441	0.7198945173	0.5372835343
5442	0.7198968662	0.5372779798
5443	0.7198992151	0.5372740991
5444	0.7199109598	0.5372662289
5445	0.7199328832	0.5372602706
5446	0.7199258364	0.5372562968
5447	0.7199093939	0.5372497811
5448	0.7199258364	0.5372421628
5449	0.7199352321	0.537236986
5450	0.7199446278	0.5372317449
5451	0.719939147	0.5372249503
5452	0.7199446278	0.5372203801
5453	0.7199461938	0.5372145462
5454	0.7199540236	0.5372094365
5455	0.7199461938	0.537197141
5456	0.7199524576	0.5371901463
5457	0.7199430619	0.5371853961
5458	0.7199493257	0.5371807522
5459	0.7199446278	0.5371767479
5460	0.7199602874	0.5371727496
5461	0.7199454108	0.5371645755
5462	0.7199595044	0.5371586861
5463	0.7199689001	0.5371512494
5464	0.7199579385	0.5371448954
5465	0.7199532406	0.5371390287
5466	0.7199540236	0.5371350517
